    96                        SYSTEM    74                    identifier = VBXE_OVRADR
    97                        SYSTEM    74                             =
    98                        SYSTEM    74                        number = 20480
    99                        SYSTEM    74                             ;
   100                        SYSTEM    75                    identifier = VBXE_WINDOW
   101                        SYSTEM    75                             =
   102                        SYSTEM    75                        number = 45056
   103                        SYSTEM    75                             ;
   104                        SYSTEM    77                    identifier = IDLI
   105                        SYSTEM    77                             =
   106                        SYSTEM    77                        number = 0
   107                        SYSTEM    77                             ;
   108                        SYSTEM    78                    identifier = IVBL
   109                        SYSTEM    78                             =
   110                        SYSTEM    78                        number = 1
   111                        SYSTEM    78                             ;
   112                        SYSTEM    82                    identifier = CH_DELCHR
   113                        SYSTEM    82                             =
   114                        SYSTEM    82                        number = 254
   115                        SYSTEM    82                             ;
   116                        SYSTEM    83                    identifier = CH_ENTER
   117                        SYSTEM    83                             =
   118                        SYSTEM    83                        number = 155
   119                        SYSTEM    83                             ;
   120                        SYSTEM    84                    identifier = CH_ESC
   121                        SYSTEM    84                             =
   122                        SYSTEM    84                        number = 27
   123                        SYSTEM    84                             ;
   124                        SYSTEM    85                    identifier = CH_CURS_UP
   125                        SYSTEM    85                             =
   126                        SYSTEM    85                        number = 28
   127                        SYSTEM    85                             ;
   128                        SYSTEM    86                    identifier = CH_CURS_DOWN
   129                        SYSTEM    86                             =
   130                        SYSTEM    86                        number = 29
   131                        SYSTEM    86                             ;
   132                        SYSTEM    87                    identifier = CH_CURS_LEFT
   133                        SYSTEM    87                             =
   134                        SYSTEM    87                        number = 30
   135                        SYSTEM    87                             ;
   136                        SYSTEM    88                    identifier = CH_CURS_RIGHT
   137                        SYSTEM    88                             =
   138                        SYSTEM    88                        number = 31
   139                        SYSTEM    88                             ;
   140                        SYSTEM    90                    identifier = CH_TAB
   141                        SYSTEM    90                             =
   142                        SYSTEM    90                        number = 127
   143                        SYSTEM    90                             ;
   144                        SYSTEM    91                    identifier = CH_EOL
   145                        SYSTEM    91                             =
   146                        SYSTEM    91                        number = 155
   147                        SYSTEM    91                             ;
   148                        SYSTEM    92                    identifier = CH_CLR
   149                        SYSTEM    92                             =
   150                        SYSTEM    92                        number = 125
   151                        SYSTEM    92                             ;
   152                        SYSTEM    93                    identifier = CH_BELL
   153                        SYSTEM    93                             =
   154                        SYSTEM    93                        number = 253
   155                        SYSTEM    93                             ;
   156                        SYSTEM    94                    identifier = CH_DEL
   157                        SYSTEM    94                             =
   158                        SYSTEM    94                        number = 126
   159                        SYSTEM    94                             ;
   160                        SYSTEM    95                    identifier = CH_DELLINE
   161                        SYSTEM    95                             =
   162                        SYSTEM    95                        number = 156
   163                        SYSTEM    95                             ;
   164                        SYSTEM    96                    identifier = CH_INSLINE
   165                        SYSTEM    96                             =
   166                        SYSTEM    96                        number = 157
   167                        SYSTEM    96                             ;
   168                        SYSTEM   100                    identifier = COLOR_BLACK
   169                        SYSTEM   100                             =
   170                        SYSTEM   100                        number = 0
   171                        SYSTEM   100                             ;
   172                        SYSTEM   101                    identifier = COLOR_WHITE
   173                        SYSTEM   101                             =
   174                        SYSTEM   101                        number = 14
   175                        SYSTEM   101                             ;
   176                        SYSTEM   102                    identifier = COLOR_RED
   177                        SYSTEM   102                             =
   178                        SYSTEM   102                        number = 50
   179                        SYSTEM   102                             ;
   180                        SYSTEM   103                    identifier = COLOR_CYAN
   181                        SYSTEM   103                             =
   182                        SYSTEM   103                        number = 150
   183                        SYSTEM   103                             ;
   184                        SYSTEM   104                    identifier = COLOR_VIOLET
   185                        SYSTEM   104                             =
   186                        SYSTEM   104                        number = 104
   187                        SYSTEM   104                             ;
   188                        SYSTEM   105                    identifier = COLOR_GREEN
   189                        SYSTEM   105                             =
   190                        SYSTEM   105                        number = 196
   191                        SYSTEM   105                             ;
   192                        SYSTEM   106                    identifier = COLOR_BLUE
   193                        SYSTEM   106                             =
   194                        SYSTEM   106                        number = 116
   195                        SYSTEM   106                             ;
   196                        SYSTEM   107                    identifier = COLOR_YELLOW
   197                        SYSTEM   107                             =
   198                        SYSTEM   107                        number = 238
   199                        SYSTEM   107                             ;
   200                        SYSTEM   108                    identifier = COLOR_ORANGE
   201                        SYSTEM   108                             =
   202                        SYSTEM   108                        number = 74
   203                        SYSTEM   108                             ;
   204                        SYSTEM   109                    identifier = COLOR_BROWN
   205                        SYSTEM   109                             =
   206                        SYSTEM   109                        number = 228
   207                        SYSTEM   109                             ;
   208                        SYSTEM   110                    identifier = COLOR_LIGHTRED
   209                        SYSTEM   110                             =
   210                        SYSTEM   110                        number = 60
   211                        SYSTEM   110                             ;
   212                        SYSTEM   111                    identifier = COLOR_GRAY1
   213                        SYSTEM   111                             =
   214                        SYSTEM   111                        number = 4
   215                        SYSTEM   111                             ;
   216                        SYSTEM   112                    identifier = COLOR_GRAY2
   217                        SYSTEM   112                             =
   218                        SYSTEM   112                        number = 6
   219                        SYSTEM   112                             ;
   220                        SYSTEM   113                    identifier = COLOR_GRAY3
   221                        SYSTEM   113                             =
   222                        SYSTEM   113                        number = 10
   223                        SYSTEM   113                             ;
   224                        SYSTEM   114                    identifier = COLOR_LIGHTGREEN
   225                        SYSTEM   114                             =
   226                        SYSTEM   114                        number = 204
   227                        SYSTEM   114                             ;
   228                        SYSTEM   115                    identifier = COLOR_LIGHTBLUE
   229                        SYSTEM   115                             =
   230                        SYSTEM   115                        number = 124
   231                        SYSTEM   115                             ;
   232                        SYSTEM   117                IMPLEMENTATION
   233                        SYSTEM   119                           VAR
   234                        SYSTEM   120                    identifier = RNDSEED
   235                        SYSTEM   120                             :
   236                        SYSTEM   120                      SMALLINT
   237                        SYSTEM   120                             ;
   238                        SYSTEM   123                      FUNCTION
   239                        SYSTEM   123                    identifier = READCONFIG
   240                        SYSTEM   123                             (
   241                        SYSTEM   123                    identifier = DEVNUM
   242                        SYSTEM   123                             :
   243                        SYSTEM   123                          BYTE
   244                        SYSTEM   123                             )
   245                        SYSTEM   123                             :
   246                        SYSTEM   123                      CARDINAL
   247                        SYSTEM   123                             ;
   248                        SYSTEM   123                     ASSEMBLER
   249                        SYSTEM   123                             ;
   250                        SYSTEM   152                           ASM
   251                        SYSTEM   187                             ;
   252                        SYSTEM   188                           END
   253                        SYSTEM   188                             ;
   254                        SYSTEM   191                     PROCEDURE
   255                        SYSTEM   191                    identifier = READSECTOR
   256                        SYSTEM   191                             (
   257                        SYSTEM   191                    identifier = DEVNUM
   258                        SYSTEM   191                             :
   259                        SYSTEM   191                          BYTE
   260                        SYSTEM   191                             ;
   261                        SYSTEM   191                    identifier = SECTOR
   262                        SYSTEM   191                             :
   263                        SYSTEM   191                          WORD
   264                        SYSTEM   191                             ;
   265                        SYSTEM   191                           VAR
   266                        SYSTEM   191                    identifier = BUF
   267                        SYSTEM   191                             )
   268                        SYSTEM   191                             ;
   269                        SYSTEM   191                     ASSEMBLER
   270                        SYSTEM   191                             ;
   271                        SYSTEM   192                           ASM
   272                        SYSTEM   213                             ;
   273                        SYSTEM   214                           END
   274                        SYSTEM   214                             ;
   275                        SYSTEM   217                     PROCEDURE
   276                        SYSTEM   217                    identifier = WRITESECTOR
   277                        SYSTEM   217                             (
   278                        SYSTEM   217                    identifier = DEVNUM
   279                        SYSTEM   217                             :
   280                        SYSTEM   217                          BYTE
   281                        SYSTEM   217                             ;
   282                        SYSTEM   217                    identifier = SECTOR
   283                        SYSTEM   217                             :
   284                        SYSTEM   217                          WORD
   285                        SYSTEM   217                             ;
   286                        SYSTEM   217                           VAR
   287                        SYSTEM   217                    identifier = BUF
   288                        SYSTEM   217                             )
   289                        SYSTEM   217                             ;
   290                        SYSTEM   217                     ASSEMBLER
   291                        SYSTEM   217                             ;
   292                        SYSTEM   218                           ASM
   293                        SYSTEM   239                             ;
   294                        SYSTEM   240                           END
   295                        SYSTEM   240                             ;
   296                        SYSTEM   243                     PROCEDURE
   297                        SYSTEM   243                    identifier = RUNERROR
   298                        SYSTEM   243                             (
   299                        SYSTEM   243                    identifier = A
   300                        SYSTEM   243                             :
   301                        SYSTEM   243                          BYTE
   302                        SYSTEM   243                             )
   303                        SYSTEM   243                             ;
   304                        SYSTEM   244                         BEGIN
   305                        SYSTEM   245                       WRITELN
   306                        SYSTEM   245                             (
   307                        SYSTEM   245                       literal = 148211711011610510910132101114114111114
   308                        SYSTEM   245                             ,
   309                        SYSTEM   245                    identifier = A
   310                        SYSTEM   245                             )
   311                        SYSTEM   245                             ;
   312                        SYSTEM   246                          HALT
   313                        SYSTEM   246                             ;
   314                        SYSTEM   247                           END
   315                        SYSTEM   247                             ;
   316                        SYSTEM   250                      FUNCTION
   317                        SYSTEM   250                    identifier = POINT
   318                        SYSTEM   250                             (
   319                        SYSTEM   250                    identifier = AX
   320                        SYSTEM   250                             ,
   321                        SYSTEM   250                    identifier = AY
   322                        SYSTEM   250                             :
   323                        SYSTEM   250                      SMALLINT
   324                        SYSTEM   250                             )
   325                        SYSTEM   250                             :
   326                        SYSTEM   250                    identifier = TPOINT
   327                        SYSTEM   250                             ;
   328                        SYSTEM   251                         BEGIN
   329                        SYSTEM   252                    identifier = RESULT.X
   330                        SYSTEM   252                            :=
   331                        SYSTEM   252                    identifier = AX
   332                        SYSTEM   252                             ;
   333                        SYSTEM   253                    identifier = RESULT.Y
   334                        SYSTEM   253                            :=
   335                        SYSTEM   253                    identifier = AY
   336                        SYSTEM   253                             ;
   337                        SYSTEM   254                           END
   338                        SYSTEM   254                             ;
   339                        SYSTEM   257                      FUNCTION
   340                        SYSTEM   257                    identifier = RECT
   341                        SYSTEM   257                             (
   342                        SYSTEM   257                    identifier = ALEFT
   343                        SYSTEM   257                             ,
   344                        SYSTEM   257                    identifier = ATOP
   345                        SYSTEM   257                             ,
   346                        SYSTEM   257                    identifier = ARIGHT
   347                        SYSTEM   257                             ,
   348                        SYSTEM   257                    identifier = ABOTTOM
   349                        SYSTEM   257                             :
   350                        SYSTEM   257                      SMALLINT
   351                        SYSTEM   257                             )
   352                        SYSTEM   257                             :
   353                        SYSTEM   257                    identifier = TRECT
   354                        SYSTEM   257                             ;
   355                        SYSTEM   258                         BEGIN
   356                        SYSTEM   259                    identifier = RESULT.LEFT
   357                        SYSTEM   259                            :=
   358                        SYSTEM   259                    identifier = ALEFT
   359                        SYSTEM   259                             ;
   360                        SYSTEM   260                    identifier = RESULT.TOP
   361                        SYSTEM   260                            :=
   362                        SYSTEM   260                    identifier = ATOP
   363                        SYSTEM   260                             ;
   364                        SYSTEM   261                    identifier = RESULT.RIGHT
   365                        SYSTEM   261                            :=
   366                        SYSTEM   261                    identifier = ARIGHT
   367                        SYSTEM   261                             ;
   368                        SYSTEM   262                    identifier = RESULT.BOTTOM
   369                        SYSTEM   262                            :=
   370                        SYSTEM   262                    identifier = ABOTTOM
   371                        SYSTEM   262                             ;
   372                        SYSTEM   263                           END
   373                        SYSTEM   263                             ;
   374                        SYSTEM   266                      FUNCTION
   375                        SYSTEM   266                    identifier = BOUNDS
   376                        SYSTEM   266                             (
   377                        SYSTEM   266                    identifier = ALEFT
   378                        SYSTEM   266                             ,
   379                        SYSTEM   266                    identifier = ATOP
   380                        SYSTEM   266                             ,
   381                        SYSTEM   266                    identifier = AWIDTH
   382                        SYSTEM   266                             ,
   383                        SYSTEM   266                    identifier = AHEIGHT
   384                        SYSTEM   266                             :
   385                        SYSTEM   266                      SMALLINT
   386                        SYSTEM   266                             )
   387                        SYSTEM   266                             :
   388                        SYSTEM   266                    identifier = TRECT
   389                        SYSTEM   266                             ;
   390                        SYSTEM   267                         BEGIN
   391                        SYSTEM   268                    identifier = RESULT.LEFT
   392                        SYSTEM   268                            :=
   393                        SYSTEM   268                    identifier = ALEFT
   394                        SYSTEM   268                             ;
   395                        SYSTEM   269                    identifier = RESULT.TOP
   396                        SYSTEM   269                            :=
   397                        SYSTEM   269                    identifier = ATOP
   398                        SYSTEM   269                             ;
   399                        SYSTEM   270                    identifier = RESULT.RIGHT
   400                        SYSTEM   270                            :=
   401                        SYSTEM   270                    identifier = ALEFT
   402                        SYSTEM   270                             +
   403                        SYSTEM   270                    identifier = AWIDTH
   404                        SYSTEM   270                             ;
   405                        SYSTEM   271                    identifier = RESULT.BOTTOM
   406                        SYSTEM   271                            :=
   407                        SYSTEM   271                    identifier = ATOP
   408                        SYSTEM   271                             +
   409                        SYSTEM   271                    identifier = AHEIGHT
   410                        SYSTEM   271                             ;
   411                        SYSTEM   272                           END
   412                        SYSTEM   272                             ;
   413                        SYSTEM   275                      FUNCTION
   414                        SYSTEM   275                    identifier = POINTSEQUAL
   415                        SYSTEM   275                             (
   416                        SYSTEM   275                         CONST
   417                        SYSTEM   275                    identifier = P1
   418                        SYSTEM   275                             ,
   419                        SYSTEM   275                    identifier = P2
   420                        SYSTEM   275                             :
   421                        SYSTEM   275                    identifier = TPOINT
   422                        SYSTEM   275                             )
   423                        SYSTEM   275                             :
   424                        SYSTEM   275                       BOOLEAN
   425                        SYSTEM   275                             ;
   426                        SYSTEM   276                         BEGIN
   427                        SYSTEM   278                    identifier = RESULT
   428                        SYSTEM   278                            :=
   429                        SYSTEM   278                      CARDINAL
   430                        SYSTEM   278                             (
   431                        SYSTEM   278                    identifier = P1.X
   432                        SYSTEM   278                             +
   433                        SYSTEM   278                    identifier = P1.Y
   434                        SYSTEM   278                           SHL
   435                        SYSTEM   278                        number = 16
   436                        SYSTEM   278                             )
   437                        SYSTEM   278                             =
   438                        SYSTEM   278                      CARDINAL
   439                        SYSTEM   278                             (
   440                        SYSTEM   278                    identifier = P2.X
   441                        SYSTEM   278                             +
   442                        SYSTEM   278                    identifier = P2.Y
   443                        SYSTEM   278                           SHL
   444                        SYSTEM   278                        number = 16
   445                        SYSTEM   278                             )
   446                        SYSTEM   278                             ;
   447                        SYSTEM   279                           END
   448                        SYSTEM   279                             ;
   449                        SYSTEM   282                      FUNCTION
   450                        SYSTEM   282                    identifier = PEEK
   451                        SYSTEM   282                             (
   452                        SYSTEM   282                    identifier = A
   453                        SYSTEM   282                             :
   454                        SYSTEM   282                          WORD
   455                        SYSTEM   282                             )
   456                        SYSTEM   282                             :
   457                        SYSTEM   282                          BYTE
   458                        SYSTEM   282                             ;
   459                        SYSTEM   282                      REGISTER
   460                        SYSTEM   282                             ;
   461                        SYSTEM   282                     ASSEMBLER
   462                        SYSTEM   282                             ;
   463                        SYSTEM   283                           ASM
   464                        SYSTEM   286                             ;
   465                        SYSTEM   287                           END
   466                        SYSTEM   287                             ;
   467                        SYSTEM   290                      FUNCTION
   468                        SYSTEM   290                    identifier = DPEEK
   469                        SYSTEM   290                             (
   470                        SYSTEM   290                    identifier = A
   471                        SYSTEM   290                             :
   472                        SYSTEM   290                          WORD
   473                        SYSTEM   290                             )
   474                        SYSTEM   290                             :
   475                        SYSTEM   290                          WORD
   476                        SYSTEM   290                             ;
   477                        SYSTEM   290                      REGISTER
   478                        SYSTEM   290                             ;
   479                        SYSTEM   290                     ASSEMBLER
   480                        SYSTEM   290                             ;
   481                        SYSTEM   291                           ASM
   482                        SYSTEM   296                             ;
   483                        SYSTEM   297                           END
   484                        SYSTEM   297                             ;
   485                        SYSTEM   300                     PROCEDURE
   486                        SYSTEM   300                    identifier = RANDOMIZE
   487                        SYSTEM   300                             ;
   488                        SYSTEM   300                     ASSEMBLER
   489                        SYSTEM   300                             ;
   490                        SYSTEM   301                           ASM
   491                        SYSTEM   304                             ;
   492                        SYSTEM   305                           END
   493                        SYSTEM   305                             ;
   494                        SYSTEM   308                      FUNCTION
   495                        SYSTEM   308                    identifier = RANDOM
   496                        SYSTEM   308                             :
   497                        SYSTEM   308                          REAL
   498                        SYSTEM   308                             ;
   499                        SYSTEM   308                     ASSEMBLER
   500                        SYSTEM   308                             ;
   501                        SYSTEM   308                      OVERLOAD
   502                        SYSTEM   308                             ;
   503                        SYSTEM   309                           ASM
   504                        SYSTEM   394                             ;
   505                        SYSTEM   395                           END
   506                        SYSTEM   395                             ;
   507                        SYSTEM   398                      FUNCTION
   508                        SYSTEM   398                    identifier = RANDOM
   509                        SYSTEM   398                             (
   510                        SYSTEM   398                    identifier = RANGE
   511                        SYSTEM   398                             :
   512                        SYSTEM   398                          BYTE
   513                        SYSTEM   398                             )
   514                        SYSTEM   398                             :
   515                        SYSTEM   398                          BYTE
   516                        SYSTEM   398                             ;
   517                        SYSTEM   398                     ASSEMBLER
   518                        SYSTEM   398                             ;
   519                        SYSTEM   398                      OVERLOAD
   520                        SYSTEM   398                             ;
   521                        SYSTEM   399                           ASM
   522                        SYSTEM   419                             ;
   523                        SYSTEM   420                           END
   524                        SYSTEM   420                             ;
   525                        SYSTEM   423                      FUNCTION
   526                        SYSTEM   423                    identifier = RANDOM
   527                        SYSTEM   423                             (
   528                        SYSTEM   423                    identifier = RANGE
   529                        SYSTEM   423                             :
   530                        SYSTEM   423                      SMALLINT
   531                        SYSTEM   423                             )
   532                        SYSTEM   423                             :
   533                        SYSTEM   423                      SMALLINT
   534                        SYSTEM   423                             ;
   535                        SYSTEM   423                      OVERLOAD
   536                        SYSTEM   423                             ;
   537                        SYSTEM   424                         BEGIN
   538                        SYSTEM   426                            IF
   539                        SYSTEM   426                    identifier = RANGE
   540                        SYSTEM   426                             =
   541                        SYSTEM   426                        number = 0
   542                        SYSTEM   426                          THEN
   543                        SYSTEM   427                    identifier = RESULT
   544                        SYSTEM   427                            :=
   545                        SYSTEM   427                        number = 0
   546                        SYSTEM   428                          ELSE
   547                        SYSTEM   428                         BEGIN
   548                        SYSTEM   430                    identifier = RNDSEED
   549                        SYSTEM   430                            :=
   550                        SYSTEM   430                        number = 17813
   551                        SYSTEM   430                             *
   552                        SYSTEM   430                    identifier = RNDSEED
   553                        SYSTEM   430                             ;
   554                        SYSTEM   431                    identifier = RESULT
   555                        SYSTEM   431                            :=
   556                        SYSTEM   431                    identifier = RNDSEED
   557                        SYSTEM   431                           MOD
   558                        SYSTEM   431                    identifier = RANGE
   559                        SYSTEM   431                             ;
   560                        SYSTEM   433                           ASM
   561                        SYSTEM   452                             ;
   562                        SYSTEM   454                           END
   563                        SYSTEM   454                             ;
   564                        SYSTEM   456                           END
   565                        SYSTEM   456                             ;
   566                        SYSTEM   474                      FUNCTION
   567                        SYSTEM   474                    identifier = ABS
   568                        SYSTEM   474                             (
   569                        SYSTEM   474                    identifier = X
   570                        SYSTEM   474                             :
   571                        SYSTEM   474                          REAL
   572                        SYSTEM   474                             )
   573                        SYSTEM   474                             :
   574                        SYSTEM   474                          REAL
   575                        SYSTEM   474                             ;
   576                        SYSTEM   474                      REGISTER
   577                        SYSTEM   474                             ;
   578                        SYSTEM   474                     ASSEMBLER
   579                        SYSTEM   474                             ;
   580                        SYSTEM   474                      OVERLOAD
   581                        SYSTEM   474                             ;
   582                        SYSTEM   479                           ASM
   583                        SYSTEM   488                             ;
   584                        SYSTEM   489                           END
   585                        SYSTEM   489                             ;
   586                        SYSTEM   492                      FUNCTION
